ConceptSetId	codeCategory	Name	conceptId	conceptCode	conceptName	vocabulary
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45578869	S62.336A	Displaced fracture of neck of fifth metacarpal bone, right hand, initial encounter for closed fracture	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45578870	S62.336G	Displaced fracture of neck of fifth metacarpal bone, right hand, subsequent encounter for fracture with delayed healing	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45578871	S62.342A	Nondisplaced fracture of base of third metacarpal bone, right hand, initial encounter for closed fracture	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45578872	S62.343K	Nondisplaced fracture of base of third metacarpal bone, left hand, subsequent encounter for fracture with nonunion	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45578873	S62.349K	Nondisplaced fracture of base of unspecified metacarpal bone, subsequent encounter for fracture with nonunion	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45578874	S62.352D	Nondisplaced fracture of shaft of third metacarpal bone, right hand, subsequent encounter for fracture with routine healing	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45578875	S62.352G	Nondisplaced fracture of shaft of third metacarpal bone, right hand, subsequent encounter for fracture with delayed healing	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45578876	S62.353A	Nondisplaced fracture of shaft of third metacarpal bone, left hand, initial encounter for closed fracture	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45578877	S62.355S	Nondisplaced fracture of shaft of fourth metacarpal bone, left hand, sequela	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45578878	S62.356D	Nondisplaced fracture of shaft of fifth metacarpal bone, right hand, subsequent encounter for fracture with routine healing	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45578879	S62.356G	Nondisplaced fracture of shaft of fifth metacarpal bone, right hand, subsequent encounter for fracture with delayed healing	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45578880	S62.360D	Nondisplaced fracture of neck of second metacarpal bone, right hand, subsequent encounter for fracture with routine healing	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45578881	S62.362G	Nondisplaced fracture of neck of third metacarpal bone, right hand, subsequent encounter for fracture with delayed healing	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45578882	S62.362K	Nondisplaced fracture of neck of third metacarpal bone, right hand, subsequent encounter for fracture with nonunion	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45578883	S62.364P	Nondisplaced fracture of neck of fourth metacarpal bone, right hand, subsequent encounter for fracture with malunion	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45578884	S62.367K	Nondisplaced fracture of neck of fifth metacarpal bone, left hand, subsequent encounter for fracture with nonunion	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45578885	S62.392A	Other fracture of third metacarpal bone, right hand, initial encounter for closed fracture	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45578886	S62.396G	Other fracture of fifth metacarpal bone, right hand, subsequent encounter for fracture with delayed healing	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45578887	S62.396K	Other fracture of fifth metacarpal bone, right hand, subsequent encounter for fracture with nonunion	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45578888	S62.399B	Other fracture of unspecified metacarpal bone, initial encounter for open fracture	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45578889	S62.511G	Displaced fracture of proximal phalanx of right thumb, subsequent encounter for fracture with delayed healing	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45578890	S62.513A	Displaced fracture of proximal phalanx of unspecified thumb, initial encounter for closed fracture	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45578891	S62.513K	Displaced fracture of proximal phalanx of unspecified thumb, subsequent encounter for fracture with nonunion	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45578892	S62.515B	Nondisplaced fracture of proximal phalanx of left thumb, initial encounter for open fracture	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45578893	S62.516K	Nondisplaced fracture of proximal phalanx of unspecified thumb, subsequent encounter for fracture with nonunion	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45578894	S62.521A	Displaced fracture of distal phalanx of right thumb, initial encounter for closed fracture	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45578895	S62.522G	Displaced fracture of distal phalanx of left thumb, subsequent encounter for fracture with delayed healing	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45578896	S62.522S	Displaced fracture of distal phalanx of left thumb, sequela	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45578897	S62.606S	Fracture of unspecified phalanx of right little finger, sequela	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45578898	S62.607S	Fracture of unspecified phalanx of left little finger, sequela	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45578899	S62.610B	Displaced fracture of proximal phalanx of right index finger, initial encounter for open fracture	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45578900	S62.610K	Displaced fracture of proximal phalanx of right index finger, subsequent encounter for fracture with nonunion	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45578901	S62.613G	Displaced fracture of proximal phalanx of left middle finger, subsequent encounter for fracture with delayed healing	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45578902	S62.618B	Displaced fracture of proximal phalanx of other finger, initial encounter for open fracture	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45578903	S62.618K	Displaced fracture of proximal phalanx of other finger, subsequent encounter for fracture with nonunion	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45578904	S62.619G	Displaced fracture of proximal phalanx of unspecified finger, subsequent encounter for fracture with delayed healing	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45578905	S62.622K	Displaced fracture of medial phalanx of right middle finger, subsequent encounter for fracture with nonunion	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45578906	S62.624S	Displaced fracture of medial phalanx of right ring finger, sequela	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45578907	S62.625D	Displaced fracture of medial phalanx of left ring finger, subsequent encounter for fracture with routine healing	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45578908	S62.626K	Displaced fracture of medial phalanx of right little finger, subsequent encounter for fracture with nonunion	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45578909	S62.629G	Displaced fracture of medial phalanx of unspecified finger, subsequent encounter for fracture with delayed healing	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45578910	S62.633B	Displaced fracture of distal phalanx of left middle finger, initial encounter for open fracture	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45578911	S62.636G	Displaced fracture of distal phalanx of right little finger, subsequent encounter for fracture with delayed healing	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45578912	S62.636K	Displaced fracture of distal phalanx of right little finger, subsequent encounter for fracture with nonunion	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45578913	S62.641D	Nondisplaced fracture of proximal phalanx of left index finger, subsequent encounter for fracture with routine healing	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45578914	S62.642P	Nondisplaced fracture of proximal phalanx of right middle finger, subsequent encounter for fracture with malunion	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45578915	S62.645B	Nondisplaced fracture of proximal phalanx of left ring finger, initial encounter for open fracture	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45578916	S62.645S	Nondisplaced fracture of proximal phalanx of left ring finger, sequela	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45578917	S62.647G	Nondisplaced fracture of proximal phalanx of left little finger, subsequent encounter for fracture with delayed healing	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45578918	S62.651K	Nondisplaced fracture of medial phalanx of left index finger, subsequent encounter for fracture with nonunion	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45578919	S62.652P	Nondisplaced fracture of medial phalanx of right middle finger, subsequent encounter for fracture with malunion	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45578920	S62.654G	Nondisplaced fracture of medial phalanx of right ring finger, subsequent encounter for fracture with delayed healing	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45578921	S62.660K	Nondisplaced fracture of distal phalanx of right index finger, subsequent encounter for fracture with nonunion	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45578922	S62.662G	Nondisplaced fracture of distal phalanx of right middle finger, subsequent encounter for fracture with delayed healing	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45578923	S62.663K	Nondisplaced fracture of distal phalanx of left middle finger, subsequent encounter for fracture with nonunion	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45578924	S62.666B	Nondisplaced fracture of distal phalanx of right little finger, initial encounter for open fracture	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45578925	S62.92XB	Unspecified fracture of left wrist and hand, initial encounter for open fracture	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45578975	S63.329A	Traumatic rupture of unspecified radiocarpal ligament, initial encounter	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45578976	S63.339D	Traumatic rupture of unspecified ulnocarpal (palmar) ligament, subsequent encounter	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45578977	S63.406D	Traumatic rupture of unspecified ligament of right little finger at metacarpophalangeal and interphalangeal joint, subsequent encounter	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45578978	S63.412A	Traumatic rupture of collateral ligament of right middle finger at metacarpophalangeal and interphalangeal joint, initial encounter	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45578980	S63.423D	Traumatic rupture of palmar ligament of left middle finger at metacarpophalangeal and interphalangeal joint, subsequent encounter	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45578981	S63.427D	Traumatic rupture of palmar ligament of left little finger at metacarpophalangeal and interphalangeal joint, subsequent encounter	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45578982	S63.430D	Traumatic rupture of volar plate of right index finger at metacarpophalangeal and interphalangeal joint, subsequent encounter	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45578984	S63.490D	Traumatic rupture of other ligament of right index finger at metacarpophalangeal and interphalangeal joint, subsequent encounter	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45578986	S63.496D	Traumatic rupture of other ligament of right little finger at metacarpophalangeal and interphalangeal joint, subsequent encounter	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45578987	S63.502A	Unspecified sprain of left wrist, initial encounter	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45578988	S63.592A	Other specified sprain of left wrist, initial encounter	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45578989	S63.617D	Unspecified sprain of left little finger, subsequent encounter	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45578990	S63.618A	Unspecified sprain of other finger, initial encounter	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45578992	S63.622D	Sprain of interphalangeal joint of left thumb, subsequent encounter	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45578993	S63.630D	Sprain of interphalangeal joint of right index finger, subsequent encounter	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45578995	S63.656A	Sprain of metacarpophalangeal joint of right little finger, initial encounter	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45578996	S63.681D	Other sprain of right thumb, subsequent encounter	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45578998	S63.696A	Other sprain of right little finger, initial encounter	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45579001	S63.92XD	Sprain of unspecified part of left wrist and hand, subsequent encounter	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45579026	S66.001A	Unspecified injury of long flexor muscle, fascia and tendon of right thumb at wrist and hand level, initial encounter	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45579028	S66.101D	Unspecified injury of flexor muscle, fascia and tendon of left index finger at wrist and hand level, subsequent encounter	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45579030	S66.108D	Unspecified injury of flexor muscle, fascia and tendon of other finger at wrist and hand level, subsequent encounter	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45579031	S66.111A	Strain of flexor muscle, fascia and tendon of left index finger at wrist and hand level, initial encounter	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45579032	S66.116D	Strain of flexor muscle, fascia and tendon of right little finger at wrist and hand level, subsequent encounter	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45579036	S66.291A	Other specified injury of extensor muscle, fascia and tendon of right thumb at wrist and hand level, initial encounter	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45579037	S66.303D	Unspecified injury of extensor muscle, fascia and tendon of left middle finger at wrist and hand level, subsequent encounter	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45579039	S66.312D	Strain of extensor muscle, fascia and tendon of right middle finger at wrist and hand level, subsequent encounter	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45579041	S66.318A	Strain of extensor muscle, fascia and tendon of other finger at wrist and hand level, initial encounter	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45579042	S66.322D	Laceration of extensor muscle, fascia and tendon of right middle finger at wrist and hand level, subsequent encounter	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45579044	S66.391D	Other injury of extensor muscle, fascia and tendon of left index finger at wrist and hand level, subsequent encounter	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45579046	S66.409A	Unspecified injury of intrinsic muscle, fascia and tendon of unspecified thumb at wrist and hand level, initial encounter	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45579047	S66.491A	Other specified injury of intrinsic muscle, fascia and tendon of right thumb at wrist and hand level, initial encounter	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45579049	S66.499A	Other specified injury of intrinsic muscle, fascia and tendon of unspecified thumb at wrist and hand level, initial encounter	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45579050	S66.500D	Unspecified injury of intrinsic muscle, fascia and tendon of right index finger at wrist and hand level, subsequent encounter	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45579051	S66.506A	Unspecified injury of intrinsic muscle, fascia and tendon of right little finger at wrist and hand level, initial encounter	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45579052	S66.507A	Unspecified injury of intrinsic muscle, fascia and tendon of left little finger at wrist and hand level, initial encounter	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45579054	S66.514A	Strain of intrinsic muscle, fascia and tendon of right ring finger at wrist and hand level, initial encounter	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45579056	S66.522D	Laceration of intrinsic muscle, fascia and tendon of right middle finger at wrist and hand level, subsequent encounter	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45579057	S66.599A	Other injury of intrinsic muscle, fascia and tendon of unspecified finger at wrist and hand level, initial encounter	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45579058	S66.802A	Unspecified injury of other specified muscles, fascia and tendons at wrist and hand level, left hand, initial encounter	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45579059	S66.811D	Strain of other specified muscles, fascia and tendons at wrist and hand level, right hand, subsequent encounter	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45579060	S66.819A	Strain of other specified muscles, fascia and tendons at wrist and hand level, unspecified hand, initial encounter	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45579097	S72.001J	Fracture of unspecified part of neck of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45579098	S72.001K	Fracture of unspecified part of neck of right femur, subsequent encounter for closed fracture with nonunion	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45579099	S72.002M	Fracture of unspecified part of neck of left femur, subsequent encounter for open fracture type I or II with nonunion	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45579100	S72.009B	Fracture of unspecified part of neck of unspecified femur, initial encounter for open fracture type I or II	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45579101	S72.011K	Unspecified intracapsular fracture of right femur, subsequent encounter for closed fracture with nonunion	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45579102	S72.011R	Unspecified intracapsular fracture of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45579103	S72.012C	Unspecified intracapsular fracture of left femur, initial encounter for open fracture type IIIA, IIIB, or IIIC	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45579104	S72.012K	Unspecified intracapsular fracture of left femur, subsequent encounter for closed fracture with nonunion	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45579105	S72.012P	Unspecified intracapsular fracture of left femur, subsequent encounter for closed fracture with malunion	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45579106	S72.019C	Unspecified intracapsular fracture of unspecified femur, initial encounter for open fracture type IIIA, IIIB, or IIIC	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45579107	S72.022B	Displaced fracture of epiphysis (separation) (upper) of left femur, initial encounter for open fracture type I or II	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45579108	S72.022Q	Displaced fracture of epiphysis (separation) (upper) of left femur, subsequent encounter for open fracture type I or II with malunion	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45579109	S72.023E	Displaced fracture of epiphysis (separation) (upper) of unspecified femur, subsequent encounter for open fracture type I or II with routine healing	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45579110	S72.023H	Displaced fracture of epiphysis (separation) (upper) of unspecified femur, subsequent encounter for open fracture type I or II with delayed healing	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45579111	S72.024F	Nondisplaced fracture of epiphysis (separation) (upper) of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45579112	S72.025F	Nondisplaced fracture of epiphysis (separation) (upper) of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45579113	S72.026N	Nondisplaced fracture of epiphysis (separation) (upper) of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45579115	S72.031D	Displaced midcervical fracture of right femur, subsequent encounter for closed fracture with routine healing	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45579116	S72.032H	Displaced midcervical fracture of left femur, subsequent encounter for open fracture type I or II with delayed healing	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45579117	S72.032Q	Displaced midcervical fracture of left femur, subsequent encounter for open fracture type I or II with malunion	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45579118	S72.033C	Displaced midcervical fracture of unspecified femur, initial encounter for open fracture type IIIA, IIIB, or IIIC	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45579119	S72.033M	Displaced midcervical fracture of unspecified femur, subsequent encounter for open fracture type I or II with nonunion	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45579120	S72.035N	Nondisplaced midcervical fracture of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45579121	S72.035Q	Nondisplaced midcervical fracture of left femur, subsequent encounter for open fracture type I or II with malunion	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45579122	S72.036G	Nondisplaced midcervical fracture of unspecified femur, subsequent encounter for closed fracture with delayed healing	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45579123	S72.041F	Displaced fracture of base of neck of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45579124	S72.041R	Displaced fracture of base of neck of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45579125	S72.044F	Nondisplaced fracture of base of neck of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45579126	S72.045J	Nondisplaced fracture of base of neck of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45579127	S72.045Q	Nondisplaced fracture of base of neck of left femur, subsequent encounter for open fracture type I or II with malunion	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45579128	S72.051B	Unspecified fracture of head of right femur, initial encounter for open fracture type I or II	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45579129	S72.051D	Unspecified fracture of head of right femur, subsequent encounter for closed fracture with routine healing	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45579130	S72.052K	Unspecified fracture of head of left femur, subsequent encounter for closed fracture with nonunion	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45579131	S72.061A	Displaced articular fracture of head of right femur, initial encounter for closed fracture	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45579132	S72.061G	Displaced articular fracture of head of right femur, subsequent encounter for closed fracture with delayed healing	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45579134	S72.063R	Displaced articular fracture of head of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45579135	S72.064H	Nondisplaced articular fracture of head of right femur, subsequent encounter for open fracture type I or II with delayed healing	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45579136	S72.066E	Nondisplaced articular fracture of head of unspecified femur, subsequent encounter for open fracture type I or II with routine healing	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45579137	S72.066M	Nondisplaced articular fracture of head of unspecified femur, subsequent encounter for open fracture type I or II with nonunion	ICD10CM
